Name,Address 1,Address 2,"City, State Zipcode",License No,Issue Date,Expiration Date,
Ritchie Drugs LLC dba Mikes Pharmacy III,8125 Ritchie Highway,Suite L,Pasadena MD  21122,P08444,05/20/2021,05/31/2024,
"Ritchie Pharmacy, LLC","5507 Ritchie Highway, Suite B",,Brooklyn Park MD  21225,P07447,12/16/2016,05/31/2024,
RITE AID  #00374,5624 BALTO NATL PIKE,,BALTIMORE MD  21228,P00692,03/27/1996,05/31/2024,
RITE AID #00319,10119 OLD OCEAN CITY BL,,BERLIN MD  21811,P00643,04/22/1999,05/31/2024,
RITE AID #00347,250 ENGLAR RD,SUITE 22,WESTMINSTER MD  21157,P00666,03/31/1998,05/31/2024,
RITE AID #00349,4380 PARK HEIGHTS AVE,,BALTIMORE MD  21215,P01007,06/24/1983,05/31/2024,
RITE AID #00362,4600 W NORTHERN PKWY,,BALTIMORE MD  21215,P00680,05/12/1997,05/31/2024,
RITE AID #00365,728 E PULASKI HWY,,ELKTON MD  21921,P00683,01/24/1975,05/31/2024,
RITE AID #00383,4339 EBENEZER ROAD,,BALTIMORE MD  21236,P00701,01/24/1975,05/31/2024,
RITE AID #00384,8601 BALTIMORE NATIONAL,,ELLICOTT CITY MD  21043,P00702,01/24/1975,05/31/2024,
RITE AID #00385,5804 RITCHIE HIGHWAY,,BALTIMORE MD  21225,P00703,01/24/1975,05/31/2024,
RITE AID #00386,25 JONES STATION RD W,,SEVERNA PARK MD  21146,P00704,11/07/1997,05/31/2024,
RITE AID #00390,8634 LIBERTY RD,,RANDALLSTOWN MD  21133,P00707,11/23/1998,05/31/2024,
RITE AID #01324,3425 CLIFTON AVE,,BALTIMORE MD  21216,P01002,03/04/1983,05/31/2024,
RITE AID #01490,702 EDGEWOOD RD,,EDGEWOOD MD  21040,P01140,07/26/1996,05/31/2024,
RITE AID #01859,7501 RITCHIE HWY,,GLEN BURNIE MD  21061,P01351,11/01/2002,05/31/2024,
RITE AID #02204,2801 FOSTER AVE,,BALTIMORE MD  21224,P01332,02/20/1987,05/31/2024,
RITE AID #02205,1520 ROCK SPRING ROAD,,FOREST HILL MD  21050,P01333,08/19/1998,05/31/2024,
RITE AID #02210,1400 SULPHUR SPRING RD.,,BALTIMORE MD  21227,P01338,03/31/1998,05/31/2024,
RITE AID #02212,6402 GOLDEN RING ROAD,,BALTIMORE MD  21237,P01340,08/10/1998,05/31/2024,
RITE AID #02214,2855 SMITH AVE,,BALTIMORE MD  21209,P01342,02/20/1987,05/31/2024,
RITE AID #02223,6300 GEORGETOWN BLVD,SUITE 107,ELDERSBURG MD  21784,P01421,02/16/1988,05/31/2024,
RITE AID #03751,798 SUNBURST HWY,,CAMBRIDGE MD  21613,P00182,05/17/1996,05/31/2024,
RITE AID #03758,101 MARLBORO AVE,SUITE 15,EASTON MD  21601,P00179,06/29/1987,05/31/2024,
RITE AID #03781,7967 BALTO ANNAP BLVD,,GLEN BURNIE MD  21060,P00144,04/14/1999,05/31/2024,
RITE AID #03835,11401 COASTAL HWY,,OCEAN CITY MD  21842,P00205,06/29/1987,05/31/2024,
RITE AID #03837,505 LINDEN AVE,,POCOMOKE CITY MD  21851,P01488,07/29/1997,05/31/2024,
RITE AID #03871,9300 LAKESIDE BLVD,,OWINGS MILLS MD  21117,P02064,06/12/1997,05/31/2024,
RITE AID #04250,1000 EAST EAGER STREET,ROOM 1005,BALTIMORE MD  21202,P01921,10/24/1995,05/31/2024,
RITE AID #04686,101 REISTERSTOWN RD,,PIKESVILLE MD  21208,P01353,08/06/1997,05/31/2024,
RITE AID #04810,1720 MAIN STREET,,CHESTER MD  21619,P01319,01/21/1998,05/31/2024,
RITE AID #04909,12154 BRITTINGHAM LN,,PRINCESS ANNE MD  21853,P02124,03/01/1999,05/31/2024,
RITE AID #04915,1301 E STATE STREET,,DELMAR MD  21875,P04392,02/23/2006,05/31/2024,
RITE AID #04917,11011 MANKLIN CREEK RD,,BERLIN MD  21811,P01254,03/01/1999,05/31/2024,
RITE AID #04920,1208 PARSONS ROAD,,SALISBURY MD  21801,P01744,03/01/1999,05/31/2024,
RITE AID DISCOUNT PHARMACY 4295,250 W CHASE STREET,,BALTIMORE MD  21202,P02043,01/13/1997,05/31/2024,
RITE AID PHARMACY 11208,5 BEL AIR SOUTH PKWY,SUITE 1347,BEL AIR MD  21015,P04600,08/28/2007,05/31/2024,
RITE AID PHARMACY 11211,1003 PULASKI HIGHWAY,,HAVRE DE GRACE MD  21078,P04603,08/31/2007,05/31/2024,
RITE AID PHARMACY 11213,6300 YORK ROAD,,BALTIMORE MD  21212,P04605,08/28/2007,05/31/2024,
RITE AID PHARMACY 11218,833 S SALISBURY BLVD,,SALISBURY MD  21801,P04610,09/07/2007,05/31/2024,
RITE AID PHARMACY 11219,1316 MOUNT HERMON ROAD,,SALISBURY MD  21804,P04611,09/07/2007,05/31/2024,
RITETIME PHARMACY/CLINIC,2320 Iverson Street,,Temple Hills MD  20748,P08421,04/05/2021,05/31/2024,
RIVER RX INC,5257 RIVER RD,,BETHESDA MD  20816,P04709,12/31/2007,05/31/2024,
Riverside Pharmacy LLC,540 Riverside Drive,,Salisbury MD  21801,P08211,01/16/2020,05/31/2024,
RIVERVIEW PHARMACY & SURGICALS LLC,408-410 EASTERN BLVD,,Essex MD  21221,P05998,06/19/2013,05/31/2024,
RLS (USA) Inc,12120 G Plum Orchard Drive,,Silver Spring MD  20904,PW0530,08/19/2020,05/31/2024,
Rockville Pharmacy Inc,50 West Edmonston Dr,Suite 104,Rockville MD  20852,P07864,05/09/2018,05/31/2024,
ROLLING ROAD PHARMACY,7001 JOHNNYCAKE RD,SUITE 100,WINDSOR MILL MD  21244,P08386,01/21/2021,05/31/2024,
"ROLLINS CARE PHARMACY , LLC",184 ROLLINS AVENUE,,ROCKVILLE MD  20852,P05417,11/12/2010,05/31/2024,
RUXTON PHARMACY,7621 BELLONA AVENUE,,BALTIMORE MD  21204,P07862,05/09/2018,05/31/2024,
"Rx Specialty MD, LLC",111 Old Court Road,Suite 1,Pikesville MD  21208,P08694,01/05/2023,05/31/2024,
RxClinic LLC,8700 Georgia Avenue,Suite 403,Silver Spring MD  20910,P08490,09/10/2021,05/31/2024,
S & R Catonsville LLC dba NATURECARE PHARMACY,6483 BALTIMORE NATIONAL PIKE,,Catonsville MD  21228,P07857,05/03/2018,05/31/2024,
"S & R Reisterstown, LLC dba NATURECARE PHARMACY",40 MAIN STREET,,REISTERSTOWN MD  21136,P07858,04/26/2018,05/31/2024,
SAFE CHAIN RX.,822 CHESAPEAKE DRIVE,Unit 101,CAMBRIDGE MD  21613,PW0354,06/28/2012,05/31/2018,
SAFEWAY PHARMACY # 2753,10541 CONNECTICUT AVE,,Kensington MD  20895,P06633,01/30/2015,05/31/2024,
SAFEWAY PHARMACY #1565,15411 NEW HAMPSHIRE AVE,,Silver Spring MD  20905,P06608,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1579,19718 Germantown Road,,Germantown MD  20874,P06609,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1596,2644 CHAPEL LAKE DR,,Gambrills MD  21054,P06610,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1616,444 WMC DR,,Westminister MD  21158,P06611,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1620,20211 GOSHEN RD,,Gaithersburg MD  20879,P06612,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1652,225 BrierHill Dr,,Bel Air MD  21015,P06613,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1657,10335 REISTERSTOWN RD,,Owings Mills MD  21117,P06614,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1668,5510 NORBECK RD,,Rockville MD  20853,P06615,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1678,1313 Londontown Blvd,,Eldersburg MD  21784,P06616,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1715,403 REDLAND BLVD,,Rockville MD  20850,P06617,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1716,4701 SANGAMORE RD,,Bethesda MD  20816,P06618,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1731,80 W DARES BEACH RD,,Prince Frederick MD  20678,P06619,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1758,9645 BELAIR  RD,,Nottingham MD  21236,P06620,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1804,4101 NORTHVIEW DR,,Bowie MD  20716,P06621,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1815,337 EAST RIDGEVILLE BLVD,,Mount Airy MD  21771,P06622,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1880,8858 Waltham Woods Road,,Parkville MD  21234,P06623,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1882,990 E SWANN CREEK RD,,Fort Washington MD  20744,P06624,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1926,7643 ARUNDEL MILLS BLVD,,Hanover MD  21076,P06625,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1938,40 SHINING WILLOW WAY,,La Plata MD  20646,P06626,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1939,1925 MAIN ST,,Chester MD  21619,P06627,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #1956,14939 SHADY GROVE RD,,Rockville MD  20850,P06628,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #2608,52 Central Ave W,,Edgewater MD  21037,P06629,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #2629,2635 HOUSELY RD,,Annapolis MD  21401,P06630,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #2661,3051 WALDORF MARKET PLACE,,Waldorf MD  20603,P06631,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #2713,12410 FAIRWOOD PKWY,,Bowie MD  20720,P06632,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #2764,1451 RITCHIE HWY,,Arnold MD  21012,P06634,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #2781,11201 GEORGIA  AVE,,Silver Spring MD  20902,P06635,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #2794,9807 MAIN ST,,Damascus MD  20872,P06636,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #2795,7605 CRAIN HIGHWAY,,Upper Marlboro MD  20772,P06642,01/31/2015,05/31/2024,
SAFEWAY PHARMACY #2797,3333 SPARTAN RD,,Olney MD  20832,P06637,01/30/2015,05/31/2024,
SAFEWAY PHARMACY #2848,5000 Bradley Blvd,,Bethesda MD  20815,P06638,01/30/2015,05/31/2024,
SAFEWAY PHARMACY #2853,15916 CRAIN HWY SE,,Brandywine MD  20613,P06639,01/30/2015,05/31/2024,
SAFEWAY PHARMACY #2979,1017 YORK RD,,Towson MD  21204,P06640,01/30/2015,05/31/2024,
SAFEWAY PHARMACY #4817,116 UNIVERSITY BLVD,,Silver Spring MD  20901,P06643,01/30/2015,05/31/2024,
SAFEWAY PHARMACY #4872,6235 OXON HILL  RD,,Oxon Hill MD  20745,P06645,01/30/2015,05/31/2024,
SAHARA CARE LLC D/B/A LYONS PHARMACY,601 Revolution Street,,Havre de Grace MD  21078,P05497,04/29/2011,05/31/2024,
SAI SWAMI IV INC,811 Priscilla Street,,Salisbury MD  21804,P07532,05/09/2017,05/31/2024,
Saint Agnes Hospital Cancer Institute,3407 WILKENS AVENUE,,Baltimore MD  21229,P05930,02/22/2013,05/31/2024,
Saint Pharmacy,5608 Saint Barnabas Road,Suite 120,Oxon Hill MD  20745,P07186,03/02/2017,05/31/2024,
SAM'S CLUB PHARMACY 10-6652,5604 BUCKEYSTOWN PIKE,,FREDERICK MD  21704,P02656,11/14/2001,05/31/2024,
SAMS CLUB PHARMACY 10 6239,15 TEXAS STATION COURT,,TIMONIUM MD  21093,P02437,12/16/1999,05/31/2024,
SAMS CLUB PHARMACY 10 6383,2700 N SALISBURY BLVD,,SALISBURY MD  21801,P03080,10/01/2002,05/31/2024,
SAMS PHARMACY  106650,6410 PETRIE WAY,,BALTIMORE MD  21237,P03039,07/19/2002,05/31/2024,
SAMS PHARMACY 10 4771,424 GEORGE CLAUSS BLVD,,SEVERN MD  21144,P03003,04/26/2002,05/31/2024,
SAMS PHARMACY 10 6357,2100 GENERALS HWY,,ANNAPOLIS MD  21401,P02518,10/11/2000,05/31/2024,
SAMS PHARMACY 10 6651,5702 BALTIMORE NATIONAL PIKE,,CATONSVILLE MD  21228,P02602,05/16/2001,05/31/2024,
SAMS PHARMACY 10 6653,610 N FREDERICK AVENUE,,GAITHERSBURG MD  20877,P03069,09/26/2002,05/31/2024,
SAMS PHARMACY 10 6655,2365 CRAIN HWY,,WALDORF MD  20601,P03155,10/24/2003,05/31/2024,
SAMS PHARMACY 10 8193,1700 WESEL BLVD,,HAGERSTOWN MD  21740,P02623,10/03/2001,05/31/2024,
SAMS PHARMACY 106434,3535 RUSSETT GREEN EAST,,LAUREL MD  20724,P02513,11/15/2000,05/31/2024,
SANTA MONICA HEALTH SYSTEMS INC,4300 BELAIR ROAD,Suite E,Baltimore MD  21206,P07422,12/28/2016,05/31/2024,
SAUBELS PHARMACY WHITEFORD,2902 WHITEFORD RD,,WHITEFORD MD  21160,P04857,12/16/2008,05/31/2024,
Shady Grove Pharmacy,15225 SHADY GROVE RD,SUITE 101,ROCKVILLE MD  20850,P05361,08/18/2010,05/31/2024,
SHARPSBURG PHARMACY,17316 SHEPHERDSTOWN PIKE,,SHARPSBURG MD  21782,P04805,10/24/2008,05/31/2024,
SHAYONA PHARMACY,803 West road,,Salisbury MD  21801,P05005,06/03/2009,05/31/2024,
Sheppard Pratt Hospital Pharmacy,6501 N CHARLES ST,,TOWSON MD  21204,P00752,12/01/1978,05/31/2024,
Sheppard Pratt-Baltimore/Washington Campus,7220 Discovery Drive,,Elkridge MD  21075,PW0099,08/10/1993,05/31/2024,
SHOP RITE OF LIBERTY HEIGHTS PHARMACY #568,4601 LIBERTY HEIGHTS AVENUE,,Baltimore MD  21207,P06415,06/27/2014,05/31/2024,
SHOP RITE PHARMACY OF TIMONIUM,37 W Aylesbury Road,,Lutherville Timonium MD  21093,P05540,07/07/2011,05/31/2024,
SHORE DISCOUNT PHARMACY,909  Washington  St.,,Cambridge MD  21613,P07082,01/28/2016,05/31/2024,
SINAI HOSPITAL,2401 W BELVEDERE AVE,DEPARTMENT OF PHARMACY,BALTIMORE MD  21215,P00755,12/01/1978,05/31/2024,
SINU REFUAH PHARMACY,211 REISTERSTOWN ROAD,,BALTIMORE MD  21208,P04471,09/07/2006,05/31/2024,
SJMC PHARMACY ST.JOSEPH MEDICAL CENTER PHARMACY,7505 Osler Dr,SUITE  102,Towson MD  21204,P08126,07/09/2019,05/31/2024,
SL PHARMACY INC dba MIDTOWN DISCOUNT PHARMACY,2014  MARYLAND  AVE,,Baltimore MD  21218,P06668,01/06/2015,05/31/2024,
Smithsburg Pharmacy,22026 Jefferson Blvd,,Smithsburg MD  21783,P07138,04/08/2016,05/31/2024,
SNOW HILL PHARMACY INC,5610 MARKET STREET,UNIT 2,SNOW HILL MD  21863,P02343,04/29/1999,05/31/2024,
"Soleil Pharmacy, Inc",801 Landmark Drive,Suite B,Glen Burnie MD  21061,P07732,05/18/2018,05/31/2024,
SOUTH BALTIMORE PHARMACY CHERRY HILL,631 CHERRY HILL RD,,BALTIMORE MD  21225,P01783,10/18/1993,05/31/2024,
Specialty Rx LLC,9650 Santiago Road,,Columbia MD  21045,P07110,05/27/2016,05/31/2024,
SPRING GROVE HOSPITAL PHARMACY,55 WADE AVUENUE,,BALTIMORE MD  21228,P00766,12/01/1978,05/31/2024,
SPRINGFIELD HOSPITAL CENTER PHARMACY,6655 SYKESVILLE RD,SPRINGFIELD HOSP CENTER,Sykesville MD  21784,P00765,12/01/1978,05/31/2024,
SS Rx LLC dba Pocomoke City Pharmacy,1300 Market Street,,Pocomoke City MD  21851,P08355,11/20/2020,05/31/2024,
ST BARNABAS PHARMACY,4311 ST BARNABAS ROAD,,TEMPLE HILLS MD  20748,P05595,11/01/2011,05/31/2024,
St Marys Hospital Pharmacy,25500 POINT LOOKOUT RD,PO BOX 527,LEONARDTOWN MD  20650,P00738,12/01/1978,05/31/2024,
STEVES PHARMACY,16117 MCMULLEN HWY SW,,CUMBERLAND MD  21502,P04852,12/03/2008,05/31/2024,
SUBURBAN HOSPITAL PHARMACY,8600 OLD GEORGETOWN RD,,BETHESDA MD  20814,P00776,05/16/1942,05/31/2024,
SUITLAND COMMUNITY PHARMACY,4731 SILVER HILL ROAD,,SUITLAND MD  20746,P07396,11/22/2016,05/31/2024,
SUN PHARMACY,1 NORTH QUEEN STREET,,RISING SUN MD  21911,P00902,07/02/1981,05/31/2024,
SUNRISE PHARMACY,1900 E NORTHERN PKWY,SUITE 100,BALTIMORE MD  21239,P04305,06/24/2005,05/31/2024,
TEN OAKS PHARMACY,3900 11 TEN OAKS RD,,GLENELG MD  21737,P01528,12/08/1989,05/31/2024,
Terrapin Pharmacy,1398 Lamberton Drive,Suite 202,Silver Spring MD  20902,PW0542,11/07/2022,05/31/2024,
Terrapin Pharmacy,601 Chinquapin Round Road,,Annapolis MD  21401,PW0303,02/01/2007,05/31/2024,
THE ANNE ARUNDEL MEDICAL CTR,2001 MEDICAL PKWY,ACUTE CARE PAVILION,ANNAPOLIS MD  21401,P00016,02/18/1902,05/31/2024,
THE DRUG STORE,103 POPLAR STREET,PO BOX 208,HURLOCK MD  21643,P07425,12/05/2016,05/31/2024,
THE HOME CENTER PHARMACY INC,154 WEST MAIN STREET,,HANCOCK MD  21750,P01451,08/17/1988,05/31/2024,
The Johns Hopkins Hospital,1800 Orleans Street,"Zayed-Bloomberg Bldg, M2125",Baltimore MD  21287,P05602,12/09/2011,05/31/2024,
The Johns Hopkins Hospital,1810 E. Monument Street,,Baltimore MD  21205,P04439,09/05/2006,05/31/2024,
The Johns Hopkins Hospital dba Johns Hopkins Central Fill Pharmacy,5300-C Holabird Ave,,Baltimore MD  21224,P08116,07/26/2019,05/31/2024,
The Johns Hopkins Hospital dba Johns Hopkins Outpatient Pharmacy at Holabird,5901  HOLABIRD AVE,SUITE A- 2,Baltimore MD  21224,P06974,01/14/2016,05/31/2024,
"THE JOHNS HOPKINS HOSPITAL, INC",10755  FALLS RD,SUITE 140,Lutherville Timonium MD  21093,P06843,05/29/2015,05/31/2024,
THE MEDICINE SHOPPE #0658,103 N CRAIN HWY,SUITE B2,GLEN BURNIE MD  21061,P04308,02/28/2005,05/31/2024,
THE MEDICINE SHOPPE OF GEORGES CREEK,19  MAIN  STREET,,Lonaconing MD  21539,P06400,07/01/2014,05/31/2024,
The Pharmacia at Mt Washington Mill,1340 Smith Ave,,Baltimore MD  21209,P06043,10/31/2013,05/31/2024,
The Pharmacia at Woodholme,1809 Reisterstown Road,,Pikesville MD  21208,P08217,12/26/2019,05/31/2024,
THE PHARMACY AT PJ BEAN,24035  THREE NOTCH RD,,Hollywood MD  20636,P06798,04/21/2015,05/31/2024,
The Pharmacy at St Patricks,10 Saint Patricks Drive,,Waldorf MD  20603,P08294,07/17/2020,05/31/2024,
THOMAS B FINAN CENTER PHARMACY,10102 COUNTRY CLUB ROAD SE,,Cumberland MD  21501,P00969,08/31/1982,05/31/2024,
THOMAS JOHNSON PHARMACY,177 B THOMAS JOHNSON PKWY,,FREDERICK MD  21702,P05438,01/25/2011,05/31/2024,
TidalHealth Home Scripts,100 EAST CARROLL STREET,,Salisbury MD  21801,P06040,08/02/2013,05/31/2024,
TidalHealth Home Scripts,11101 CATHAGE RD,,Berlin MD  21811,P06935,09/29/2015,05/31/2024,
TidalHealth Infusion,11105 Cathage Road,,BERLIN MD  21811,PW0308,11/29/2007,05/31/2024,
"TidalHealth Peninsula Regional, Inc.",100 E CARROLL STREET,PHARMACY DEPARTMENT,SALISBURY MD  21801,P00491,01/01/1973,05/31/2024,
Tidewater Drug and Health Care,30170 Three Notch Road,Suite B,Charlotte Hall MD  20622,P08181,03/19/2020,05/31/2024,
TOTAL HEALTH CARE PHARMACY,1501 W. SARATOGA ST,,BALTIMORE MD  21223,P04997,03/26/2010,05/31/2024,
TOTAL HEALTH CARE PHARMACY,2400 KIRK AVENUE,,BALTIMORE MD  21218,P04999,04/29/2009,05/31/2024,
TOTAL HEALTH CARE PHARMACY,2401 LIBERTY HEIGHTS AVE,SUITES 111 - 113,BALTIMORE MD  21215,P05000,04/29/2009,05/31/2024,
TOTAL HEALTH CARE PHARMACY,1111 WASHINGTON BLVD,,Baltimore MD  21230,P05812,10/19/2012,05/31/2024,
TOTAL HEALTH CARE RX LARRY YOUNG DIVISION,1501 DIVISION STREET,,BALTIMORE MD  21217,P04996,07/09/2009,05/31/2024,
TOWSON PHARMACY INC,32 WEST RD,STE 100,TOWSON MD  21204,P05160,03/15/2010,05/31/2024,
TRINITY CARE PHARMACY LLC,2222 HARFORD RD,,BALTIMORE MD  21218,P05308,04/12/2010,05/31/2024,
TRUCARE PHARMACY AND MEDICAL EQUIPMENT,2124 EAST MONUMENT ST,,Baltimore MD  21205,P06967,12/08/2015,05/31/2024,
"Tuerk House, Inc.",730 N. Ashburton Street,,Baltimore MD  21216,P08693,01/05/2023,05/31/2024,
Twenty Four Hour Dependable Medical Supplies LLC,1371 Brass Mill Road,Suite N,Belcamp MD  21017,PW0379,04/25/2013,05/31/2024,
ULTRA CARE PHARMACY,12619 WISTERIA DRIVE,Suite A,Germantown MD  20874,P07483,03/15/2017,05/31/2024,
Ultra Care Pharmacy Baltimore,4419 Falls Rd.,Suite B,Baltimore MD  21211,P08110,11/27/2019,05/31/2024,
UMMC Mid Town Campus Pharmacy,821 North Eutaw Street,,Baltimore MD  21201,P07199,06/24/2016,05/31/2024,
UMMC Pharmacy at Baltimore Washington,255 Hospital Drive,Suite 008,Glen Burnie MD  21060,P08521,11/23/2021,05/31/2024,
UMMC Pharmacy at Capital Region,901 Harry S Truman Drive North,Room# H-1-N-200,Largo MD  20774,P08392,02/08/2021,05/31/2024,
UMMS PHARMACY SERVICES,920 ELKRIDGE LANDING ROAD,,Linthicum MD  21090,P06236,01/16/2014,05/31/2024,
Union Bridge Pharmacy,5 North Main Street,PO Box 595,UNION BRIDGE MD  21791,P00795,10/31/2000,05/31/2024,
UNION HOSPITAL OF CECIL COUNTY,106 BOW STREET,,ELKTON MD  21921,P00796,01/01/1908,05/31/2024,
"Union Hospital of Cecil County Health Services, Inc D/B/A UHCC COMMUNITY PHARMACY",106 Bow St.,,Elkton MD  21921,P07639,03/14/2018,05/31/2024,
UNIVERSITY OF MARYLAND CHARLES REGIONAL MEDICAL CENTER,5 GARRETT AVE,,LAPLATA MD  20646,P01759,10/27/1998,05/31/2024,
University of Maryland Medical Center Kaufman Cancer Center Pharmacy,500 Upper Chesapeake Drive,Room 2406,Bel Air MD  21014,P07845,04/18/2018,05/31/2024,
UNIVERSITY OF MARYLAND MEDICAL CENTER PHARMACY AT REDWOOD,11 S PACA ST,,BALTIMORE MD  21201,P01944,02/07/1996,05/31/2024,
University of Maryland Medical Center Serpick Infusion Center Pharmacy,7501 Osler Drive,Room 102,Towson MD  21204,P07846,04/18/2018,05/31/2024,
UNIVERSITY OF MARYLAND MEDICAL SOLUTIONS,825 N. Hammonds Ferry Rd,SUITE C,Linthicum Heights MD  21090,PW0484,11/02/2015,05/31/2024,
UNIVERSITY OF MARYLAND REHABILITATION AND ORTHOPAEDIC INSTITUTE- INPATIENT,2200 KERNAN DRIVE,,BALTIMORE MD  21207,P01942,02/07/1996,05/31/2024,
UNIVERSITY OF MARYLAND REHABILITATION AND ORTHOPAEDIC INSTITUTE- OUTPATIENT,2200 KERNAN DRIVE,RM G806,BALTIMORE MD  21207,P04772,10/03/2008,05/31/2024,
UNIVERSITY OF MARYLAND ST. JOSEPH MEDICAL CENTER,7601 OSLER DRIVE,,Towson MD  21204,P05824,11/30/2012,05/31/2024,
UNIVERSITY OF MD,22 S GREENE ST,OUTPATIENT RX  WEINBERG BLDG,BALTIMORE MD  21201,P01661,10/20/1992,05/31/2024,
University of MD Department of Pharmacy Services,22 S Greene Street,,Baltimore MD  21201,P00800,12/01/1978,05/31/2024,
UPMC Western Maryland,12500 WILLOWBROOK ROAD,,CUMBERLAND MD  21502,P04995,09/10/2009,05/31/2024,
UPPER CHESAPEAKE MEDICAL CTR,500 UPPER CHESAPEAKE DR,,BEL AIR MD  21014,P00843,09/22/2000,05/31/2024,
"Urbana Pharmacy, Inc.",3420 Worthington Blvd.,Suite B,Frederick MD  21704,P08056,10/09/2019,05/31/2024,
V-Care Pharmacy,438 Prospect Blvd,,Frederick MD  21701,P08644,08/24/2022,05/31/2024,
Vaccine Valet LLC,4800 Hampden Lane,Suite 214,Bethesda MD  20814,PW0524,12/18/2019,05/31/2024,
"Vamsh Health Services, LLC dba Metro Pharmacy",10309 Grand Central Avenue,Suite 110,Owings Mills MD  21117,P08501,10/05/2021,05/31/2024,
VASHAN COMPOUNDING PHARMACY,9005 SHADY GROVE COURT,,GAITHERSBURG MD  20877,P04493,11/01/2006,05/31/2024,
Victree LLC dba Penn Avenue Pharmacy & Medical Equipment,1525 Pennsylvania Ave,,Baltimore MD  21217,P08475,08/04/2021,05/31/2024,
VILLAGE GREEN APOTHECARY,5415 N CEDAR LANE,#102-B,BETHESDA MD  20814,P00017,12/09/2002,05/31/2024,
Vital Care Pharmacy,1116  REISTERSTOWN  RD,SUITE 101,Pikesville MD  21208,P08205,12/12/2019,05/31/2024,
Voshell's Pharmacy,3455 Wilkens Avenue,,Baltimore MD  21229,P08691,12/29/2022,05/31/2024,
WAL MART PHARMACY 10 2436,6400A Ridge Road,Suite 1,Sykesville MD  21784,P01940,02/06/2002,05/31/2024,
Wal-Mart Pharmacy #10-2790,10420 Walmart Drive,,Hagerstown MD  21740,P07516,12/05/2017,05/31/2024,
WALGREEN  CO DBA WALGREENS #05410,19 E Fayette Street,,Baltimore MD  21202,P06717,06/25/2015,05/31/2024,
WALGREEN  CO DBA: WALGREENS # 05408,1300 East North Ave,,Baltimore MD  21213,P06742,06/04/2015,05/31/2024,
WALGREEN  CO DBA: WALGREENS #05587,9621  Belair Road,,Baltimore MD  21236,P06772,06/22/2015,05/31/2024,
WALGREEN  CO DBA: WALGREENS #05638,4025  W Northern Pkwy,,Baltimore MD  21215,P06775,06/10/2015,05/31/2024,
WALGREEN  CO DBA: WALGREENS #06320,2204 N Rolling Road,,Baltimore MD  21244,P06702,06/16/2015,05/31/2024,
WALGREEN  CO DBA: WALGREENS #06396,8606  Philadelphia Road,,Rosedale MD  21237,P06719,06/19/2015,05/31/2024,
WALGREEN  CO DBA: WALGREENS #06779,9616  Harford Road,,Baltimore MD  21234,P06758,06/19/2015,05/31/2024,
WALGREEN  CO DBA: WALGREENS #07357,3005 Emmorton Road,,Abingdon MD  21009,P06738,06/24/2015,05/31/2024,
WALGREEN  CO DBA: WALGREENS #07554,7901  Ritchie Hwy,,Glen Burnie MD  21061,P06756,05/26/2015,05/31/2024,
WALGREEN  CO DBA: WALGREENS #07574,5657  Baltimore National Pike,,Catonsville MD  21228,P06751,06/23/2015,05/31/2024,
WALGREEN  CO DBA: WALGREENS #07678,1260  Liberty Road,,Eldersburg MD  21784,P06755,05/12/2015,05/31/2024,
WALGREEN  CO DBA: WALGREENS #07701,7953 Crain Hwy S.,,Glen Burnie MD  21061,P06752,05/26/2015,05/31/2024,
WALGREEN  CO DBA: WALGREENS #09028,6700  Ritchie Hwy,,Glen Burnie MD  21061,P06745,06/05/2015,05/31/2024,
WALGREEN  CO DBA: WALGREENS #09032,25 HIGH ST,,Waldorf MD  20602,P06725,06/25/2015,05/31/2024,
WALGREEN  CO DBA: WALGREENS #09926,2016  ROCK  SPRING RD,,Forest Hill MD  21050,P06737,06/02/2015,05/31/2024,
